feature,i,score
imagcoh_alpha_T8,0,0.5082941271901362
imagcoh_alpha_T8,1,0.512067690791095
imagcoh_alpha_T8,2,0.5064499134492361
imagcoh_alpha_T8,3,0.5057024502027146
imagcoh_alpha_T8,4,0.4971514717396012
imagcoh_alpha_T8,5,0.5093019816622301
imagcoh_alpha_T8,6,0.4827519379844961
imagcoh_alpha_T8,7,0.5190116259921616
imagcoh_alpha_T8,8,0.5065861572512195
imagcoh_alpha_T8,9,0.5059901338971107
imagcoh_alpha_FC6,0,0.47258273848150556
imagcoh_alpha_FC6,1,0.5050603795284646
imagcoh_alpha_FC6,2,0.4996989538646797
imagcoh_alpha_FC6,3,0.49942711087607966
imagcoh_alpha_FC6,4,0.4661841381952657
imagcoh_alpha_FC6,5,0.49470570837030464
imagcoh_alpha_FC6,6,0.479328165374677
imagcoh_alpha_FC6,7,0.48984784112241875
imagcoh_alpha_FC6,8,0.501267808410512
imagcoh_alpha_FC6,9,0.493569415081043
imagcoh_alpha_FC2,0,0.5074018494484102
imagcoh_alpha_FC2,1,0.4856321366959665
imagcoh_alpha_FC2,2,0.48864303454504404
imagcoh_alpha_FC2,3,0.479305482108232
imagcoh_alpha_FC2,4,0.49570222051939833
imagcoh_alpha_FC2,5,0.49506063294883174
imagcoh_alpha_FC2,6,0.491828165374677
imagcoh_alpha_FC2,7,0.5234907617824326
imagcoh_alpha_FC2,8,0.499763628940413
imagcoh_alpha_FC2,9,0.5033562367864693
imagcoh_alpha_F4,0,0.47195408825438023
imagcoh_alpha_F4,1,0.49525178674114845
imagcoh_alpha_F4,2,0.5273726198539926
imagcoh_alpha_F4,3,0.4921205711263882
imagcoh_alpha_F4,4,0.5043977278406157
imagcoh_alpha_F4,5,0.5008577343981071
imagcoh_alpha_F4,6,0.5188307493540052
imagcoh_alpha_F4,7,0.5237213055363437
imagcoh_alpha_F4,8,0.5139996132109934
imagcoh_alpha_F4,9,0.493084918957012
imagcoh_alpha_F8,0,0.4818097014925373
imagcoh_alpha_F8,1,0.4962704345683069
imagcoh_alpha_F8,2,0.5073530518551967
imagcoh_alpha_F8,3,0.4870174510840825
imagcoh_alpha_F8,4,0.4912961636487814
imagcoh_alpha_F8,5,0.5069801833776989
imagcoh_alpha_F8,6,0.4854328165374677
imagcoh_alpha_F8,7,0.4985426341270625
imagcoh_alpha_F8,8,0.5118078088402777
imagcoh_alpha_F8,9,0.5055408738548274
imagcoh_alpha_AF4,0,0.5175008111615834
imagcoh_alpha_AF4,1,0.463460116651606
imagcoh_alpha_AF4,2,0.5583954240987432
imagcoh_alpha_AF4,3,0.48644456196016217
imagcoh_alpha_AF4,4,0.5148756475820826
imagcoh_alpha_AF4,5,0.5140343093759243
imagcoh_alpha_AF4,6,0.5145671834625323
imagcoh_alpha_AF4,7,0.4981638836742087
imagcoh_alpha_AF4,8,0.5190923351311859
imagcoh_alpha_AF4,9,0.49607117688513036
imagcoh_alpha_Fp2,0,0.47834198572355613
imagcoh_alpha_Fp2,1,0.4986198964922369
imagcoh_alpha_Fp2,2,0.4828177918265974
imagcoh_alpha_Fp2,3,0.5085757095011457
imagcoh_alpha_Fp2,4,0.5184904466025887
imagcoh_alpha_Fp2,5,0.47848269742679683
imagcoh_alpha_Fp2,6,0.4921834625322998
imagcoh_alpha_Fp2,7,0.5099051477126766
imagcoh_alpha_Fp2,8,0.4979371252981499
imagcoh_alpha_Fp2,9,0.5038671599718111
imagcoh_alpha_Fz,0,0.4797615184944841
imagcoh_alpha_Fz,1,0.4916125852296065
imagcoh_alpha_Fz,2,0.49806577858056744
imagcoh_alpha_Fz,3,0.4739555790586991
imagcoh_alpha_Fz,4,0.48153454048741484
imagcoh_alpha_Fz,5,0.4551907719609583
imagcoh_alpha_Fz,6,0.507170542635659
imagcoh_alpha_Fz,7,0.5047673154826597
imagcoh_alpha_Fz,8,0.49734619764918236
imagcoh_alpha_Fz,9,0.5152572233967583
imagcoh_alpha_Cz,0,0.4812418883841661
imagcoh_alpha_Cz,1,0.4850160190585723
imagcoh_alpha_Cz,2,0.5037254459245879
imagcoh_alpha_Cz,3,0.4801780363123568
imagcoh_alpha_Cz,4,0.45977078509436786
imagcoh_alpha_Cz,5,0.46496598639455783
imagcoh_alpha_Cz,6,0.5098837209302326
imagcoh_alpha_Cz,7,0.4975381220564503
imagcoh_alpha_Cz,8,0.5114854846681136
imagcoh_alpha_Cz,9,0.52196088794926
imagcoh_theta_Fp1,0,0.49586307592472423
imagcoh_theta_Fp1,1,0.528735726608067
imagcoh_theta_Fp1,2,0.4852186347557763
imagcoh_theta_Fp1,3,0.4774634232328574
imagcoh_theta_Fp1,4,0.49142942812880014
imagcoh_theta_Fp1,5,0.519195504288672
imagcoh_theta_Fp1,6,0.5070413436692507
imagcoh_theta_Fp1,7,0.4987484767644831
imagcoh_theta_Fp1,8,0.5115392053634742
imagcoh_theta_Fp1,9,0.5130109231853418
imagcoh_theta_AF3,0,0.4896374107722258
imagcoh_theta_AF3,1,0.5217284153454367
imagcoh_theta_AF3,2,0.4940091819071273
imagcoh_theta_AF3,3,0.4637317116164287
imagcoh_theta_AF3,4,0.520414452532858
imagcoh_theta_AF3,5,0.49501626737651583
imagcoh_theta_AF3,6,0.5107235142118863
imagcoh_theta_AF3,7,0.4875094687613213
imagcoh_theta_AF3,8,0.5228742720845778
imagcoh_theta_AF3,9,0.5114605355884425
imagcoh_theta_F7,0,0.49063108371187536
imagcoh_theta_F7,1,0.5089378131931324
imagcoh_theta_F7,2,0.4883946714834048
imagcoh_theta_F7,3,0.47998413537810686
imagcoh_theta_F7,4,0.49706818143958953
imagcoh_theta_F7,5,0.4991718426501035
imagcoh_theta_F7,6,0.4972545219638243
imagcoh_theta_F7,7,0.4805190527945197
imagcoh_theta_F7,8,0.4533704364269291
imagcoh_theta_F7,9,0.5146317829457364
imagcoh_theta_F3,0,0.4954372160934458
imagcoh_theta_F3,1,0.4932062761849996
imagcoh_theta_F3,2,0.4756002107322947
imagcoh_theta_F3,3,0.4574299312533051
imagcoh_theta_F3,4,0.497093168529593
imagcoh_theta_F3,5,0.5014344868382136
imagcoh_theta_F3,6,0.5020994832041343
imagcoh_theta_F3,7,0.4846441392484273
imagcoh_theta_F3,8,0.5113243225820315
imagcoh_theta_F3,9,0.49989429175475686
imagcoh_theta_FC1,0,0.46461307592472423
imagcoh_theta_FC1,1,0.5236014129631151
imagcoh_theta_FC1,2,0.4757883645668699
imagcoh_theta_FC1,3,0.4840472413185264
imagcoh_theta_FC1,4,0.5027319218403825
imagcoh_theta_FC1,5,0.5454747116237799
imagcoh_theta_FC1,6,0.5297157622739018
imagcoh_theta_FC1,7,0.49822151961268646
imagcoh_theta_FC1,8,0.49452048907321056
imagcoh_theta_FC1,9,0.5255109231853419
imagcoh_theta_FC5,0,0.4919695003244646
imagcoh_theta_FC5,1,0.5306744434404009
imagcoh_theta_FC5,2,0.4818694965003387
imagcoh_theta_FC5,3,0.49486162524237615
imagcoh_theta_FC5,4,0.5141260348819776
imagcoh_theta_FC5,5,0.5018633540372671
imagcoh_theta_FC5,6,0.5313307493540051
imagcoh_theta_FC5,7,0.5179083094555874
imagcoh_theta_FC5,8,0.5032232417216409
imagcoh_theta_FC5,9,0.491146934460888
imagcoh_theta_T7,0,0.5015209279688514
imagcoh_theta_T7,1,0.5163640844491909
imagcoh_theta_T7,2,0.522781666290359
imagcoh_theta_T7,3,0.47801868499911865
imagcoh_theta_T7,4,0.5353650613849511
imagcoh_theta_T7,5,0.5035640343093759
imagcoh_theta_T7,6,0.5151485788113696
imagcoh_theta_T7,7,0.5327042782333762
imagcoh_theta_T7,8,0.45048026301652444
imagcoh_theta_T7,9,0.5241367159971811
imagcoh_theta_C3,0,0.49409879948085655
imagcoh_theta_C3,1,0.5124620060790274
imagcoh_theta_C3,2,0.49781741551892833
imagcoh_theta_C3,3,0.4724748810153358
imagcoh_theta_C3,4,0.5099615198813946
imagcoh_theta_C3,5,0.5151730257320319
imagcoh_theta_C3,6,0.4971576227390181
imagcoh_theta_C3,7,0.4989543194019036
imagcoh_theta_C3,8,0.48072501450458777
imagcoh_theta_C3,9,0.532637420718816
imagcoh_theta_CP1,0,0.4801873783257625
imagcoh_theta_CP1,1,0.5015033270352419
imagcoh_theta_CP1,2,0.5056972981109356
imagcoh_theta_CP1,3,0.4735413361537105
imagcoh_theta_CP1,4,0.47247255584614617
imagcoh_theta_CP1,5,0.5151730257320319
imagcoh_theta_CP1,6,0.49958010335917313
imagcoh_theta_CP1,7,0.49400586239831373
imagcoh_theta_CP1,8,0.46411457549906526
imagcoh_theta_CP1,9,0.502783650458069
imagcoh_theta_CP5,0,0.5046439000648929
imagcoh_theta_CP5,1,0.5283907007311263
imagcoh_theta_CP5,2,0.4977722585986303
imagcoh_theta_CP5,3,0.4792878547505729
imagcoh_theta_CP5,4,0.4928120471089937
imagcoh_theta_CP5,5,0.5140047323277137
imagcoh_theta_CP5,6,0.500452196382429
imagcoh_theta_CP5,7,0.5086618581826565
imagcoh_theta_CP5,8,0.49334937791434774
imagcoh_theta_CP5,9,0.5006430584918957
imagcoh_theta_P7,0,0.47846365996106427
imagcoh_theta_P7,1,0.5101289739587612
imagcoh_theta_P7,2,0.5040565966734402
imagcoh_theta_P7,3,0.47711087607967567
imagcoh_theta_P7,4,0.5228465292931985
imagcoh_theta_P7,5,0.4910973084886128
imagcoh_theta_P7,6,0.5064599483204134
imagcoh_theta_P7,7,0.49132167440634983
imagcoh_theta_P7,8,0.4826911919547887
imagcoh_theta_P7,9,0.5271934460887949
imagcoh_theta_P3,0,0.4677563270603504
imagcoh_theta_P3,1,0.5025301897642324
imagcoh_theta_P3,2,0.47334989087077595
imagcoh_theta_P3,3,0.48762559492332097
imagcoh_theta_P3,4,0.4883226999383652
imagcoh_theta_P3,5,0.4852706299911269
imagcoh_theta_P3,6,0.48814599483204135
imagcoh_theta_P3,7,0.4855745479695682
imagcoh_theta_P3,8,0.48082171175623695
imagcoh_theta_P3,9,0.49166666666666664
imagcoh_theta_Pz,0,0.4905702465931213
imagcoh_theta_Pz,1,0.5145157315370081
imagcoh_theta_Pz,2,0.5220516294122074
imagcoh_theta_Pz,3,0.49445619601621715
imagcoh_theta_Pz,4,0.5028235411703953
imagcoh_theta_Pz,5,0.496583850931677
imagcoh_theta_Pz,6,0.5036498708010336
imagcoh_theta_Pz,7,0.515709910087936
imagcoh_theta_Pz,8,0.4876227517888992
imagcoh_theta_Pz,9,0.5007135306553911
imagcoh_theta_PO3,0,0.5217999675535366
imagcoh_theta_PO3,1,0.49591719378953425
imagcoh_theta_PO3,2,0.49687664634605255
imagcoh_theta_PO3,3,0.5201480698043364
imagcoh_theta_PO3,4,0.48826439672835703
imagcoh_theta_PO3,5,0.5202159124519373
imagcoh_theta_PO3,6,0.5112080103359173
imagcoh_theta_PO3,7,0.4940140961038106
imagcoh_theta_PO3,8,0.4905129251993038
imagcoh_theta_PO3,9,0.5009337561663143
imagcoh_theta_O1,0,0.5341904607397794
imagcoh_theta_O1,1,0.44521481968290477
imagcoh_theta_O1,2,0.5108376608715286
imagcoh_theta_O1,3,0.5374669487043893
imagcoh_theta_O1,4,0.49235395045892955
imagcoh_theta_O1,5,0.4971310263235729
imagcoh_theta_O1,6,0.4610142118863049
imagcoh_theta_O1,7,0.48942792214208086
imagcoh_theta_O1,8,0.4936394696692954
imagcoh_theta_O1,9,0.5022815362931642
imagcoh_theta_Oz,0,0.49787070084360807
imagcoh_theta_Oz,1,0.4827569210547934
imagcoh_theta_Oz,2,0.5173101527809136
imagcoh_theta_Oz,3,0.45384276396968093
imagcoh_theta_Oz,4,0.4924622278489447
imagcoh_theta_Oz,5,0.5040520556048507
imagcoh_theta_Oz,6,0.5059431524547804
imagcoh_theta_Oz,7,0.4985014655995784
imagcoh_theta_Oz,8,0.48476481079571093
imagcoh_theta_Oz,9,0.49817653276955604
imagcoh_theta_O2,0,0.4925170343932512
imagcoh_theta_O2,1,0.46424053232563867
imagcoh_theta_O2,2,0.4653947467449387
imagcoh_theta_O2,3,0.5009871320289089
imagcoh_theta_O2,4,0.5234628775132848
imagcoh_theta_O2,5,0.49000295770482105
imagcoh_theta_O2,6,0.5076227390180879
imagcoh_theta_O2,7,0.5103991700424859
imagcoh_theta_O2,8,0.5224659947998367
imagcoh_theta_O2,9,0.5107029598308668
imagcoh_theta_PO4,0,0.504765574302401
imagcoh_theta_PO4,1,0.44826254826254824
imagcoh_theta_PO4,2,0.4968992248062015
imagcoh_theta_PO4,3,0.48834831658734357
imagcoh_theta_PO4,4,0.5039313021605504
imagcoh_theta_PO4,5,0.4854333037562851
imagcoh_theta_PO4,6,0.5286498708010337
imagcoh_theta_PO4,7,0.49963771695813985
imagcoh_theta_PO4,8,0.5146872381116101
imagcoh_theta_PO4,9,0.48102536997885836
imagcoh_theta_P4,0,0.5000202790395847
imagcoh_theta_P4,1,0.5005011090117473
imagcoh_theta_P4,2,0.5200346203055618
imagcoh_theta_P4,3,0.44242023620659265
imagcoh_theta_P4,4,0.4831087271576352
imagcoh_theta_P4,5,0.4816622301094351
imagcoh_theta_P4,6,0.5126291989664082
imagcoh_theta_P4,7,0.4745002140763429
imagcoh_theta_P4,8,0.4500719857317833
imagcoh_theta_P4,9,0.4993833685694151
imagcoh_theta_P8,0,0.5064690136275146
imagcoh_theta_P8,1,0.4548016101207591
imagcoh_theta_P8,2,0.4954767818168134
imagcoh_theta_P8,3,0.5560021152829191
imagcoh_theta_P8,4,0.4930535889790275
imagcoh_theta_P8,5,0.4736912156166814
imagcoh_theta_P8,6,0.4680232558139535
imagcoh_theta_P8,7,0.4935694760069822
imagcoh_theta_P8,8,0.46638158884328595
imagcoh_theta_P8,9,0.49676708949964765
imagcoh_theta_CP6,0,0.501358695652174
imagcoh_theta_CP6,1,0.5025301897642324
imagcoh_theta_CP6,2,0.48296831489425757
imagcoh_theta_CP6,3,0.44337211352018335
imagcoh_theta_CP6,4,0.46724192500541384
imagcoh_theta_CP6,5,0.47317361727299617
imagcoh_theta_CP6,6,0.47241602067183464
imagcoh_theta_CP6,7,0.5014491321674407
imagcoh_theta_CP6,8,0.5095085630788405
imagcoh_theta_CP6,9,0.49140239605355884
imagcoh_theta_CP2,0,0.46558646982478913
imagcoh_theta_CP2,1,0.49814343218598534
imagcoh_theta_CP2,2,0.49463385263791676
imagcoh_theta_CP2,3,0.47545390445972147
imagcoh_theta_CP2,4,0.5000749612700105
imagcoh_theta_CP2,5,0.4896332446021887
imagcoh_theta_CP2,6,0.5131459948320414
imagcoh_theta_CP2,7,0.480041497875704
imagcoh_theta_CP2,8,0.4871714979478694
imagcoh_theta_CP2,9,0.5024400986610289
imagcoh_theta_C4,0,0.5006083711875405
imagcoh_theta_C4,1,0.5074427010597223
imagcoh_theta_C4,2,0.49109656054790396
imagcoh_theta_C4,3,0.49169751454257005
imagcoh_theta_C4,4,0.4972097749496094
imagcoh_theta_C4,5,0.4924430641821946
imagcoh_theta_C4,6,0.4893087855297158
imagcoh_theta_C4,7,0.48306326779303754
imagcoh_theta_C4,8,0.505361325396996
imagcoh_theta_C4,9,0.5007399577167019
imagcoh_theta_T8,0,0.5024132057105776
imagcoh_theta_T8,1,0.4917111640515896
imagcoh_theta_T8,2,0.5035448182433958
imagcoh_theta_T8,3,0.4817821258593337
imagcoh_theta_T8,4,0.5100614682414086
imagcoh_theta_T8,5,0.5003697131026323
imagcoh_theta_T8,6,0.5053617571059432
imagcoh_theta_T8,7,0.5027829924579258
imagcoh_theta_T8,8,0.5082729870855448
imagcoh_theta_T8,9,0.5259161381254405
imagcoh_theta_FC6,0,0.4763951979234264
imagcoh_theta_FC6,1,0.4942413538158219
imagcoh_theta_FC6,2,0.5002709415217882
imagcoh_theta_FC6,3,0.46781244491450735
imagcoh_theta_FC6,4,0.5307674368243074
imagcoh_theta_FC6,5,0.48907128068618755
imagcoh_theta_FC6,6,0.507719638242894
imagcoh_theta_FC6,7,0.5107449856733524
imagcoh_theta_FC6,8,0.4853772267228227
imagcoh_theta_FC6,9,0.48546511627906974
imagcoh_theta_FC2,0,0.5059417585983128
imagcoh_theta_FC2,1,0.5059475889263123
imagcoh_theta_FC2,2,0.48825167456912777
imagcoh_theta_FC2,3,0.4930636347611493
imagcoh_theta_FC2,4,0.5204477686528627
imagcoh_theta_FC2,5,0.503416149068323
imagcoh_theta_FC2,6,0.5118863049095607
imagcoh_theta_FC2,7,0.5088265322925929
imagcoh_theta_FC2,8,0.5158583492704729
imagcoh_theta_FC2,9,0.5143146582100071
imagcoh_theta_F4,0,0.49302401038286825
imagcoh_theta_F4,1,0.49051178838412884
imagcoh_theta_F4,2,0.4937532926921051
imagcoh_theta_F4,3,0.506777719019919
imagcoh_theta_F4,4,0.5257450317336043
imagcoh_theta_F4,5,0.5170363797692991
imagcoh_theta_F4,6,0.5094961240310077
imagcoh_theta_F4,7,0.48822580113954483
imagcoh_theta_F4,8,0.503545565893805
imagcoh_theta_F4,9,0.4971458773784355
imagcoh_theta_F8,0,0.5110520765736535
imagcoh_theta_F8,1,0.4865768504066377
imagcoh_theta_F8,2,0.47675171219989465
imagcoh_theta_F8,3,0.45527057994006703
imagcoh_theta_F8,4,0.4755542969465776
imagcoh_theta_F8,5,0.4997190180419994
imagcoh_theta_F8,6,0.5095284237726098
imagcoh_theta_F8,7,0.4725652932845898
imagcoh_theta_F8,8,0.5126243634097599
imagcoh_theta_F8,9,0.49896934460887954
imagcoh_theta_AF4,0,0.5033054834523037
imagcoh_theta_AF4,1,0.5309455352008543
imagcoh_theta_AF4,2,0.4902686836757733
imagcoh_theta_AF4,3,0.4930988894764675
imagcoh_theta_AF4,4,0.5248954706734854
imagcoh_theta_AF4,5,0.4948092280390417
imagcoh_theta_AF4,6,0.518249354005168
imagcoh_theta_AF4,7,0.49023482528076934
imagcoh_theta_AF4,8,0.5148376560586201
imagcoh_theta_AF4,9,0.5171511627906977
imagcoh_theta_Fp2,0,0.48324951330305
imagcoh_theta_Fp2,1,0.5332867822229524
imagcoh_theta_Fp2,2,0.5021073229472417
imagcoh_theta_Fp2,3,0.4970826723074211
imagcoh_theta_Fp2,4,0.5029401475904116
imagcoh_theta_Fp2,5,0.5039781129843242
imagcoh_theta_Fp2,6,0.5233527131782946
imagcoh_theta_Fp2,7,0.5173731185982939
imagcoh_theta_Fp2,8,0.5092721920192534
imagcoh_theta_Fp2,9,0.5059637068357998
imagcoh_theta_Fz,0,0.5518535042180402
imagcoh_theta_Fz,1,0.49608149182617267
imagcoh_theta_Fz,2,0.4745465492586739
imagcoh_theta_Fz,3,0.4946589106292967
imagcoh_theta_Fz,4,0.5012743415901784
imagcoh_theta_Fz,5,0.4836882579118604
imagcoh_theta_Fz,6,0.500968992248062
imagcoh_theta_Fz,7,0.4766409775055166
imagcoh_theta_Fz,8,0.5106474418204869
imagcoh_theta_Fz,9,0.5295806906272023
imagcoh_theta_Cz,0,0.4910163854639844
imagcoh_theta_Cz,1,0.49204797502669845
imagcoh_theta_Cz,2,0.5015353352901332
imagcoh_theta_Cz,3,0.4580204477348846
imagcoh_theta_Cz,4,0.4854491845879629
imagcoh_theta_Cz,5,0.49858030168589174
imagcoh_theta_Cz,6,0.499031007751938
imagcoh_theta_Cz,7,0.4795886440733788
imagcoh_theta_Cz,8,0.47320411715409244
imagcoh_theta_Cz,9,0.4858262861169838
p3subj1_Fp1,0,0.43094987021414666
p3subj1_Fp1,1,0.5061447465702784
p3subj1_Fp1,2,0.48900428990742834
p3subj1_Fp1,3,0.509633350960691
p3subj1_Fp1,4,0.5141843380919858
p3subj1_Fp1,5,0.5116385684708666
p3subj1_Fp1,6,0.46288759689922476
p3subj1_Fp1,7,0.47948160590192007
p3subj1_Fp1,8,0.5078969422180201
p3subj1_Fp1,9,0.4921335447498238
p3subj1_AF3,0,0.3957860155743024
p3subj1_AF3,1,0.5093403433828966
p3subj1_AF3,2,0.46425077143072174
p3subj1_AF3,3,0.4982548915917504
p3subj1_AF3,4,0.497093168529593
p3subj1_AF3,5,0.49523809523809526
p3subj1_AF3,6,0.4484496124031008
p3subj1_AF3,7,0.46625827487402427
p3subj1_AF3,8,0.5045447708275136
p3subj1_AF3,9,0.4929704016913319
p3subj1_F7,0,0.435634328358209
p3subj1_F7,1,0.4865932802103015
p3subj1_F7,2,0.4819447580341687
p3subj1_F7,3,0.5164992067689054
p3subj1_F7,4,0.504114540820576
p3subj1_F7,5,0.484324164448388
p3subj1_F7,6,0.4703165374677003
p3subj1_F7,7,0.48363139347231826
p3subj1_F7,8,0.4891269312589982
p3subj1_F7,9,0.5188160676532769
p3subj1_F3,0,0.5057592472420506
p3subj1_F3,1,0.46626139817629175
p3subj1_F3,2,0.4953337849025363
p3subj1_F3,3,0.5074475586109641
p3subj1_F3,4,0.5162166214122703
p3subj1_F3,5,0.4851818988464951
p3subj1_F3,6,0.4816537467700258
p3subj1_F3,7,0.5076161775845602
p3subj1_F3,8,0.5143864022175904
p3subj1_F3,9,0.49896934460887954
p3subj1_FC1,0,0.4547371836469825
p3subj1_FC1,1,0.5008789944960158
p3subj1_FC1,2,0.4707608941070219
p3subj1_FC1,3,0.5004671249779657
p3subj1_FC1,4,0.50607186287085
p3subj1_FC1,5,0.48432416444838805
p3subj1_FC1,6,0.5029715762273902
p3subj1_FC1,7,0.49460692289958175
p3subj1_FC1,8,0.5103143735092507
p3subj1_FC1,9,0.50473044397463
p3subj1_FC5,0,0.5948247890979883
p3subj1_FC5,1,0.49903885648566504
p3subj1_FC5,2,0.5055166704297434
p3subj1_FC5,3,0.5203948528115636
p3subj1_FC5,4,0.5106944745214972
p3subj1_FC5,5,0.5209405501330967
p3subj1_FC5,6,0.5068475452196383
p3subj1_FC5,7,0.5179000757500906
p3subj1_FC5,8,0.49576680920557836
p3subj1_FC5,9,0.5231412966878083
p3subj1_T7,0,0.5625811161583387
p3subj1_T7,1,0.5154522303458473
p3subj1_T7,2,0.4813200873033793
p3subj1_T7,3,0.5220782654680063
p3subj1_T7,4,0.5212640135929769
p3subj1_T7,5,0.504821058858326
p3subj1_T7,6,0.4803294573643411
p3subj1_T7,7,0.48811876296808615
p3subj1_T7,8,0.5081010808603906
p3subj1_T7,9,0.532760747004933
p3subj1_C3,0,0.5859222907203114
p3subj1_C3,1,0.524250390207837
